ID,ParkID,DisplayNumber,VendingType,CellsTotal,FreeCellsCount,SerialNumber,IMEI,Status,Firmware,HasWiFi,WiFiEnabled,HasDisplay,UseSwallowButton,MNO,ICCID,RAT,Volume,PlacementStatus,LocationID,LocationLatitude,LocationLongitude,City,LocationOpenTime,LocationCloseTime,LocationCreatedAt,TariffName,FranchiseeName,ManagedBy,OwnedBy,Reward,RSSI,Color,BeaconMac,Active,Hidden,Address,PlaceName,CreatedAt,UpdatedAt,DeletedAt,Disconnections
00d100a4-bfbe-4e5b-a9cc-3a4298c5357b,a39051bc174c420fad2137e1241e0d9c,96134,relink,6,2,YAGT062512000903,,ok,,false,false,false,false,,,,0,undefined,884237fe-ae95-4ab5-bfb5-03360dd50e13,4.659579277038574,-74.06873321533203,,08:00,19:00,2026-07-28T08:43:02+07:00,Colombia_Start_discount (4h free/4500/6500),RIDETECH COLOMBIA S.A.S.,,,0,0,white,,true,,"Calle 69, 23-34",La tienda de Santi ,2026-08-13T17:24:10+07:00,2026-08-21T21:20:02+07:00,,"[{""connection_time"":""2026-08-21T17:20:02.642583+03:00"",""disconnection_time"":""2026-08-21T17:17:55.8641+03:00"",""duration"":""00:02:07""},{""connection_time"":""2026-08-19T11:12:02.517944+03:00"",""disconnection_time"":""2026-08-19T11:10:55.748946+03:00"",""duration"":""00:01:07""},{""connection_time"":""2026-08-19T11:09:01.300722+03:00"",""disconnection_time"":""2026-08-19T11:07:56.244874+03:00"",""duration"":""00:01:05""},{""connection_time"":""2026-08-17T09:22:00.981174+03:00"",""disconnection_time"":""2026-08-17T09:17:55.751063+03:00"",""duration"":""00:04:05""},{""connection_time"":""2026-08-17T06:22:23.901912+03:00"",""disconnection_time"":""2026-08-17T06:20:55.714178+03:00"",""duration"":""00:01:28""},{""connection_time"":""2026-08-16T05:40:02.012079+03:00"",""disconnection_time"":""2026-08-16T05:37:55.719448+03:00"",""duration"":""00:02:06""},{""connection_time"":""2026-08-15T07:54:03.404811+03:00"",""disconnection_time"":""2026-08-15T07:52:55.709878+03:00"",""duration"":""00:01:08""},{""connection_time"":""2026-08-15T04:08:01.939991+03:00"",""disconnection_time"":""2026-08-15T04:06:55.70759+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-15T03:13:12.533218+03:00"",""disconnection_time"":""2026-08-15T03:08:55.718457+03:00"",""duration"":""00:04:17""},{""connection_time"":""2026-08-12T20:36:03.702293+03:00"",""disconnection_time"":""2026-08-12T20:34:55.706541+03:00"",""duration"":""00:01:08""},{""connection_time"":""2026-08-11T17:52:01.205723+03:00"",""disconnection_time"":""2026-08-11T17:50:55.718034+03:00"",""duration"":""00:01:05""},{""connection_time"":""2026-08-11T11:57:02.555641+03:00"",""disconnection_time"":""2026-08-11T11:55:55.706159+03:00"",""duration"":""00:01:07""},{""connection_time"":""2026-08-09T19:18:05.008973+03:00"",""disconnection_time"":""2026-08-09T19:16:55.715472+03:00"",""duration"":""00:01:09""},{""connection_time"":""2026-08-08T00:46:01.331403+03:00"",""disconnection_time"":""2026-08-08T00:44:55.687954+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-07T21:44:08.256698+03:00"",""disconnection_time"":""2026-08-07T21:42:55.702048+03:00"",""duration"":""00:01:13""},{""connection_time"":""2026-08-07T21:08:02.27497+03:00"",""disconnection_time"":""2026-08-07T21:06:55.706117+03:00"",""duration"":""00:01:07""},{""connection_time"":""2026-08-07T07:17:02.060514+03:00"",""disconnection_time"":""2026-08-07T07:14:55.707014+03:00"",""duration"":""00:02:06""},{""connection_time"":""2026-08-07T06:45:02.400385+03:00"",""disconnection_time"":""2026-08-07T06:43:55.701177+03:00"",""duration"":""00:01:07""},{""connection_time"":""2026-08-07T02:05:01.95121+03:00"",""disconnection_time"":""2026-08-07T02:03:55.703611+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-05T09:56:01.084127+03:00"",""disconnection_time"":""2026-08-05T09:53:56.171863+03:00"",""duration"":""00:02:05""}]"
0103f4cf-8cff-4a30-8b5f-35ca7e7c81fd,a39051bc174c420fad2137e1241e0d9c,95487,relink,6,0,YAGT062512000256,,not_responding,,false,false,false,false,,,,,undefined,1f8e8ebd-100f-47c5-8bbc-84e7bf4234c4,4.713479995727539,-74.06009674072266,Богота,00:00,00:00,2026-04-17T17:33:25+07:00,Colombia_Start_discount (4h free/4500/6500),RIDETECH COLOMBIA S.A.S.,,,,,white,,true,,"Colombia, Bogotá, Suba, Calle 128A, 53-41",@Bogota office,2026-08-13T17:21:26+07:00,2026-08-20T19:58:55+07:00,,"[{""disconnection_time"":""2026-08-20T15:58:55.725144+03:00""},{""connection_time"":""2026-08-19T21:30:01.807401+03:00"",""disconnection_time"":""2026-08-19T21:05:55.769314+03:00"",""duration"":""00:24:06""},{""connection_time"":""2026-08-19T21:00:01.301363+03:00"",""disconnection_time"":""2026-08-19T20:58:55.764379+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-19T18:10:01.866171+03:00"",""disconnection_time"":""2026-08-19T18:08:55.81474+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-19T11:17:01.681555+03:00"",""disconnection_time"":""2026-08-19T11:10:55.743249+03:00"",""duration"":""00:06:06""},{""connection_time"":""2026-08-19T11:08:58.435409+03:00"",""disconnection_time"":""2026-08-19T11:07:56.233304+03:00"",""duration"":""00:01:02""},{""connection_time"":""2026-08-18T07:07:02.449509+03:00"",""disconnection_time"":""2026-08-18T07:05:55.708778+03:00"",""duration"":""00:01:07""},{""connection_time"":""2026-08-17T09:22:02.059701+03:00"",""disconnection_time"":""2026-08-17T09:17:56.098445+03:00"",""duration"":""00:04:06""}]"
0118212e-f390-44ae-9e27-c1ba513bfaa7,a39051bc174c420fad2137e1241e0d9c,95313,relink,6,0,YAGT062512000082,,not_responding,,false,false,false,false,,,,,undefined,1f8e8ebd-100f-47c5-8bbc-84e7bf4234c4,4.713479995727539,-74.06009674072266,Богота,00:00,00:00,2026-04-17T17:33:25+07:00,Colombia_Start_discount (4h free/4500/6500),RIDETECH COLOMBIA S.A.S.,,,,,white,,true,,"Colombia, Bogotá, Suba, Calle 128A, 53-41",@Bogota office,2026-08-13T17:20:42+07:00,2026-08-14T15:35:19+07:00,,[]
0127e78e-680d-4d67-ba45-c270d881f3e0,a39051bc174c420fad2137e1241e0d9c,95367,relink,6,0,YAGT062512000136,,not_responding,,false,false,false,false,,,,,undefined,1f8e8ebd-100f-47c5-8bbc-84e7bf4234c4,4.713479995727539,-74.06009674072266,Богота,00:00,00:00,2026-04-17T17:33:25+07:00,Colombia_Start_discount (4h free/4500/6500),RIDETECH COLOMBIA S.A.S.,,,,,white,,true,,"Colombia, Bogotá, Suba, Calle 128A, 53-41",@Bogota office,2026-08-13T17:20:56+07:00,2026-08-14T15:35:19+07:00,,[]
014ca63c-6c3d-4b4a-96ed-78f7a405654f,a39051bc174c420fad2137e1241e0d9c,95649,relink,6,2,YAGT062512000418,,ok,RL3.TM.06.T26,false,false,false,false,,89577321112602923274,4g,,undefined,d6ed28d6-997f-49ca-9c82-4b4760c2a425,4.732883453369141,-74.04419708251953,Богота,08:00,19:00,2026-06-09T13:06:05+07:00,Colombia_Start_discount (4h free/4500/6500),RIDETECH COLOMBIA S.A.S.,,,,,white,,true,,"Colombia, Bogotá, Usaquén, Cl 151 18a 11",Imprintia,2026-08-14T07:55:03+07:00,2026-08-23T13:45:01+07:00,,"[{""connection_time"":""2026-08-23T09:45:01.977879+03:00"",""disconnection_time"":""2026-08-23T09:43:55.730826+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-22T23:43:02.116007+03:00"",""disconnection_time"":""2026-08-22T23:41:55.956614+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-22T22:52:06.661887+03:00"",""disconnection_time"":""2026-08-22T22:07:56.622307+03:00"",""duration"":""00:44:10""},{""connection_time"":""2026-08-22T22:04:01.545324+03:00"",""disconnection_time"":""2026-08-22T21:58:55.739812+03:00"",""duration"":""00:05:06""},{""connection_time"":""2026-08-22T15:03:00.844065+03:00"",""disconnection_time"":""2026-08-22T15:01:55.741075+03:00"",""duration"":""00:01:05""},{""connection_time"":""2026-08-22T02:39:01.998295+03:00"",""disconnection_time"":""2026-08-22T02:36:55.726941+03:00"",""duration"":""00:02:06""},{""connection_time"":""2026-08-22T00:37:01.756517+03:00"",""disconnection_time"":""2026-08-22T00:35:55.735385+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-22T00:16:02.578435+03:00"",""disconnection_time"":""2026-08-22T00:14:55.786603+03:00"",""duration"":""00:01:07""},{""connection_time"":""2026-08-21T20:25:02.28615+03:00"",""disconnection_time"":""2026-08-21T20:23:55.741913+03:00"",""duration"":""00:01:07""},{""connection_time"":""2026-08-21T17:20:00.358153+03:00"",""disconnection_time"":""2026-08-21T17:18:55.767265+03:00"",""duration"":""00:01:05""},{""connection_time"":""2026-08-19T15:07:01.50975+03:00"",""disconnection_time"":""2026-08-19T15:05:55.981667+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-19T12:20:00.502678+03:00"",""disconnection_time"":""2026-08-19T12:17:55.740575+03:00"",""duration"":""00:02:05""},{""connection_time"":""2026-08-19T11:09:01.602138+03:00"",""disconnection_time"":""2026-08-19T11:07:56.554827+03:00"",""duration"":""00:01:05""},{""connection_time"":""2026-08-18T11:33:01.622324+03:00"",""disconnection_time"":""2026-08-18T11:31:55.729116+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-18T09:15:02.177201+03:00"",""disconnection_time"":""2026-08-18T09:13:55.716717+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-18T08:31:01.854318+03:00"",""disconnection_time"":""2026-08-18T08:29:55.716761+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-17T11:08:00.19874+03:00"",""disconnection_time"":""2026-08-17T11:06:55.701554+03:00"",""duration"":""00:01:04""},{""connection_time"":""2026-08-15T13:51:02.816561+03:00"",""disconnection_time"":""2026-08-15T13:49:55.696284+03:00"",""duration"":""00:01:07""},{""connection_time"":""2026-08-15T11:25:01.301621+03:00"",""disconnection_time"":""2026-08-15T11:23:55.706296+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-15T10:37:02.600726+03:00"",""disconnection_time"":""2026-08-15T10:35:55.705235+03:00"",""duration"":""00:01:07""}]"
016b63ac-f0f2-437d-a552-a4c16f2bdcdc,a39051bc174c420fad2137e1241e0d9c,95253,relink,6,2,YAGT062512000022,,ok,,false,false,false,false,,,,0,undefined,63ee1483-5c0a-4095-8fa9-efc3dcf6e56f,4.683406352996826,-74.04733276367188,,12:00,20:00,2026-07-22T20:03:57+07:00,Colombia_Start_discount (4h free/4500/6500),RIDETECH COLOMBIA S.A.S.,,,0,0,white,,true,,"Calle 99, 13A-79",Shokunin,2026-08-14T15:06:03+07:00,2026-08-24T08:02:03+07:00,,"[{""connection_time"":""2026-08-24T04:02:03.034726+03:00"",""disconnection_time"":""2026-08-24T03:58:55.74584+03:00"",""duration"":""00:03:07""},{""connection_time"":""2026-08-24T01:41:01.953117+03:00"",""disconnection_time"":""2026-08-24T01:37:55.739412+03:00"",""duration"":""00:03:06""},{""connection_time"":""2026-08-24T00:57:11.886197+03:00"",""disconnection_time"":""2026-08-24T00:55:55.716251+03:00"",""duration"":""00:01:16""},{""connection_time"":""2026-08-23T22:43:02.956986+03:00"",""disconnection_time"":""2026-08-23T22:41:55.801097+03:00"",""duration"":""00:01:07""},{""connection_time"":""2026-08-23T21:47:17.666517+03:00"",""disconnection_time"":""2026-08-23T21:43:55.727623+03:00"",""duration"":""00:03:22""},{""connection_time"":""2026-08-23T21:14:01.435195+03:00"",""disconnection_time"":""2026-08-23T21:11:55.725332+03:00"",""duration"":""00:02:06""},{""connection_time"":""2026-08-23T20:49:06.452307+03:00"",""disconnection_time"":""2026-08-23T20:47:55.74479+03:00"",""duration"":""00:01:11""},{""connection_time"":""2026-08-23T19:07:01.628093+03:00"",""disconnection_time"":""2026-08-23T19:03:55.74268+03:00"",""duration"":""00:03:06""},{""connection_time"":""2026-08-23T18:21:01.865546+03:00"",""disconnection_time"":""2026-08-23T18:18:55.732167+03:00"",""duration"":""00:02:06""},{""connection_time"":""2026-08-23T17:33:01.944771+03:00"",""disconnection_time"":""2026-08-23T17:29:55.730627+03:00"",""duration"":""00:03:06""},{""connection_time"":""2026-08-23T17:28:01.536818+03:00"",""disconnection_time"":""2026-08-23T17:25:55.745006+03:00"",""duration"":""00:02:06""},{""connection_time"":""2026-08-23T08:39:02.180018+03:00"",""disconnection_time"":""2026-08-23T08:36:55.752803+03:00"",""duration"":""00:02:06""},{""connection_time"":""2026-08-21T17:20:02.511194+03:00"",""disconnection_time"":""2026-08-21T17:18:55.779995+03:00"",""duration"":""00:01:07""},{""connection_time"":""2026-08-20T12:18:02.120452+03:00"",""disconnection_time"":""2026-08-20T12:16:55.736604+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-19T15:07:01.955639+03:00"",""disconnection_time"":""2026-08-19T15:05:55.912729+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-19T14:13:07.084083+03:00"",""disconnection_time"":""2026-08-19T14:11:55.735634+03:00"",""duration"":""00:01:11""},{""connection_time"":""2026-08-19T11:09:01.527471+03:00"",""disconnection_time"":""2026-08-19T11:07:56.220546+03:00"",""duration"":""00:01:05""},{""connection_time"":""2026-08-19T05:55:03.620021+03:00"",""disconnection_time"":""2026-08-19T05:52:55.736204+03:00"",""duration"":""00:02:08""},{""connection_time"":""2026-08-18T14:43:01.306087+03:00"",""disconnection_time"":""2026-08-18T14:40:55.721003+03:00"",""duration"":""00:02:06""},{""connection_time"":""2026-08-18T14:37:03.565781+03:00"",""disconnection_time"":""2026-08-18T14:33:55.717695+03:00"",""duration"":""00:03:08""}]"
01732a2c-317a-4e3b-a7ed-1f2245920875,a39051bc174c420fad2137e1241e0d9c,95767,relink,6,2,YAGT062512000536,,ok,,false,false,false,false,,,,0,undefined,ae342dbe-2f4a-43ca-9ea6-ac0c607ede66,4.71675443649292,-74.02896118164062,,00:00,23:59,2026-08-21T22:53:10+07:00,Colombia_Start_discount (4h free/4500/6500),RIDETECH COLOMBIA S.A.S.,,,0,0,white,,true,,"Colombia, Bogotá, Carrera 7 Avenue, 140-61",Adolfo Leguizamon Peluqueria,0001-01-01T07:00:00+07:00,2026-08-23T19:56:00+07:00,,"[{""connection_time"":""2026-08-23T15:56:00.505933+03:00"",""disconnection_time"":""2026-08-23T15:54:55.768332+03:00"",""duration"":""00:01:05""},{""connection_time"":""2026-08-23T00:08:00.886529+03:00"",""disconnection_time"":""2026-08-22T15:04:55.730417+03:00"",""duration"":""09:03:05""},{""connection_time"":""2026-08-21T17:20:02.733418+03:00"",""disconnection_time"":""2026-08-21T17:17:56.227675+03:00"",""duration"":""00:02:07""},{""connection_time"":""2026-08-21T16:30:02.111213+03:00"",""disconnection_time"":""2026-08-21T15:22:55.748754+03:00"",""duration"":""01:07:06""},{""connection_time"":""2026-08-21T08:19:01.210895+03:00"",""disconnection_time"":""2026-08-21T08:16:55.749499+03:00"",""duration"":""00:02:05""},{""connection_time"":""2026-08-20T18:29:01.802529+03:00"",""disconnection_time"":""2026-08-14T15:39:55.982078+03:00"",""duration"":""146:49:06""}]"
01827d73-a79d-4f4f-9d4f-afc48df315f5,a39051bc174c420fad2137e1241e0d9c,95942,relink,6,0,YAGT062512000711,,not_responding,,false,false,false,false,,,,,undefined,1f8e8ebd-100f-47c5-8bbc-84e7bf4234c4,4.713479995727539,-74.06009674072266,Богота,00:00,00:00,2026-04-17T17:33:25+07:00,Colombia_Start_discount (4h free/4500/6500),RIDETECH COLOMBIA S.A.S.,,,,,white,,true,,"Colombia, Bogotá, Suba, Calle 128A, 53-41",@Bogota office,2026-08-13T17:23:21+07:00,2026-08-14T15:35:19+07:00,,[]
0193b2bb-bef2-4a89-92c7-386131d185f2,a39051bc174c420fad2137e1241e0d9c,95833,relink,6,0,YAGT062512000602,,not_responding,,false,false,false,false,,,,,undefined,1f8e8ebd-100f-47c5-8bbc-84e7bf4234c4,4.713479995727539,-74.06009674072266,Богота,00:00,00:00,2026-04-17T17:33:25+07:00,Colombia_Start_discount (4h free/4500/6500),RIDETECH COLOMBIA S.A.S.,,,,,white,,true,,"Colombia, Bogotá, Suba, Calle 128A, 53-41",@Bogota office,2026-08-13T17:22:54+07:00,2026-08-14T15:35:19+07:00,,[]
01a19d67-22b5-4598-93c0-aeb7754a5742,a39051bc174c420fad2137e1241e0d9c,95635,relink,6,2,YAGT062512000404,,ok,,false,false,false,false,,,,0,undefined,f59d6abc-c3e8-4b93-82ad-3c3f9b7d15a7,4.650618076324463,-74.06868743896484,Богота,08:00,18:00,2026-07-21T10:41:57+07:00,Colombia_Start_discount (4h free/4500/6500),RIDETECH COLOMBIA S.A.S.,,,0,0,white,,true,,"Calle 63 Avenue, 18-18",Escuela de Cafe Jonimo ,2026-08-14T06:57:55+07:00,2026-08-24T20:07:01+07:00,,"[{""connection_time"":""2026-08-24T16:07:01.89802+03:00"",""disconnection_time"":""2026-08-22T21:42:55.738546+03:00"",""duration"":""42:24:06""},{""connection_time"":""2026-08-22T17:47:04.441774+03:00"",""disconnection_time"":""2026-08-22T01:07:55.757343+03:00"",""duration"":""16:39:09""},{""connection_time"":""2026-08-21T17:20:02.655902+03:00"",""disconnection_time"":""2026-08-21T17:18:55.778667+03:00"",""duration"":""00:01:07""},{""connection_time"":""2026-08-21T16:15:01.277464+03:00"",""disconnection_time"":""2026-08-21T05:37:55.73669+03:00"",""duration"":""10:37:06""},{""connection_time"":""2026-08-21T02:54:03.073745+03:00"",""disconnection_time"":""2026-08-21T01:59:55.742529+03:00"",""duration"":""00:54:07""},{""connection_time"":""2026-08-20T17:19:02.538847+03:00"",""disconnection_time"":""2026-08-20T01:06:55.743085+03:00"",""duration"":""16:12:07""},{""connection_time"":""2026-08-19T21:17:01.995691+03:00"",""disconnection_time"":""2026-08-19T21:08:55.737645+03:00"",""duration"":""00:08:06""},{""connection_time"":""2026-08-19T21:07:00.133912+03:00"",""disconnection_time"":""2026-08-19T21:05:55.8031+03:00"",""duration"":""00:01:04""},{""connection_time"":""2026-08-19T16:30:02.082682+03:00"",""disconnection_time"":""2026-08-19T01:28:55.734034+03:00"",""duration"":""15:01:06""},{""connection_time"":""2026-08-18T16:29:02.269293+03:00"",""disconnection_time"":""2026-08-15T23:01:55.698882+03:00"",""duration"":""65:27:07""},{""connection_time"":""2026-08-15T16:51:01.981448+03:00"",""disconnection_time"":""2026-08-15T03:39:55.731777+03:00"",""duration"":""13:11:06""},{""connection_time"":""2026-08-14T16:39:01.958103+03:00"",""disconnection_time"":""2026-08-14T02:57:55.703995+03:00"",""duration"":""13:41:06""},{""connection_time"":""2026-08-14T01:48:00.938615+03:00"",""disconnection_time"":""2026-08-14T01:44:55.695782+03:00"",""duration"":""00:03:05""},{""connection_time"":""2026-08-13T17:47:01.862886+03:00"",""disconnection_time"":""2026-08-13T17:09:55.730831+03:00"",""duration"":""00:37:06""},{""connection_time"":""2026-08-13T17:04:01.631439+03:00"",""disconnection_time"":""2026-08-13T01:05:55.703897+03:00"",""duration"":""15:58:06""},{""connection_time"":""2026-08-13T00:35:02.182081+03:00"",""disconnection_time"":""2026-08-13T00:33:55.702733+03:00"",""duration"":""00:01:06""},{""connection_time"":""2026-08-12T16:43:02.315359+03:00"",""disconnection_time"":""2026-08-12T01:09:55.708309+03:00"",""duration"":""15:33:07""},{""connection_time"":""2026-08-11T16:31:02.844329+03:00"",""disconnection_time"":""2026-08-11T03:45:55.697855+03:00"",""duration"":""12:45:07""},{""connection_time"":""2026-08-10T19:02:03.064089+03:00"",""disconnection_time"":""2026-08-07T01:00:55.70285+03:00"",""duration"":""90:01:07""},{""connection_time"":""2026-08-06T16:31:59.859786+03:00"",""disconnection_time"":""2026-08-06T01:44:55.704902+03:00"",""duration"":""14:47:04""}]"
